target,model,origin,horizon_step,period_index,actual,forecast,lower,upper,signed_error,absolute_error,interval_hit,interval_width,rolling_mae,rolling_bias,rolling_wape
actionable_probability_mass,mean,32,1,32,0.0,0.0,0.0,0.7433377265188862,0.0,0.0,1,0.7433377265188862,0.0,0.0,
actionable_probability_mass,mean,32,2,33,0.0,0.0,0.0,1.0512382942665917,0.0,0.0,1,1.0512382942665917,0.0,0.0,
actionable_probability_mass,mean,34,1,34,0.3572097058644798,0.0,0.0,0.7284192071041742,-0.3572097058644798,0.3572097058644798,1,0.7284192071041742,0.08930242646611998,-0.08930242646611995,1.0000000000000002
actionable_probability_mass,mean,34,2,35,0.0,0.0,0.0,1.0301403217797795,0.0,0.0,1,1.0301403217797795,0.08930242646611998,-0.08930242646611995,1.0000000000000002
actionable_probability_mass,mean,36,1,36,0.0,0.044651213233059976,0.0,0.7135006876894624,0.044651213233059976,0.044651213233059976,1,0.7135006876894624,0.10046522977438498,-0.07813962315785496,1.1250000000000002
actionable_probability_mass,mean,36,2,37,0.0,0.044651213233059976,0.0,0.9905472111954213,0.044651213233059976,0.044651213233059976,1,0.9905472111954213,0.11162803308264997,-0.06697681984958996,1.2500000000000004
actionable_probability_mass,mean,38,1,38,0.0,0.044651213233059976,0.0,0.698582168274751,0.044651213233059976,0.044651213233059976,1,0.698582168274751,0.03348840992479501,0.03348840992479498,
actionable_probability_mass,mean,38,2,39,0.0,0.044651213233059976,0.0,0.9694492387086101,0.044651213233059976,0.044651213233059976,1,0.9694492387086101,0.044651213233059976,0.044651213233059976,
actionable_probability_mass,mean,40,1,40,0.0,0.044651213233059976,0.0,0.6836636488600389,0.044651213233059976,0.044651213233059976,1,0.6836636488600389,0.044651213233059976,0.044651213233059976,
actionable_probability_mass,mean,40,2,41,0.0,0.044651213233059976,0.0,0.948351266221798,0.044651213233059976,0.044651213233059976,1,0.948351266221798,0.044651213233059976,0.044651213233059976,
actionable_probability_mass,mean,42,1,42,0.0,0.044651213233059976,0.0,0.6560546319863433,0.044651213233059976,0.044651213233059976,1,0.6560546319863433,0.044651213233059976,0.044651213233059976,
actionable_probability_mass,mean,42,2,43,0.0,0.044651213233059976,0.0,0.90930622011523,0.044651213233059976,0.044651213233059976,1,0.90930622011523,0.044651213233059976,0.044651213233059976,
actionable_probability_mass,mean,44,1,44,0.0,0.0,0.0,0.6157551176536653,0.0,0.0,1,0.6157551176536653,0.03348840992479501,0.03348840992479498,
actionable_probability_mass,mean,44,2,45,0.0,0.0,0.0,0.8708092384864543,0.0,0.0,1,0.8708092384864543,0.022325606616530016,0.022325606616529988,
actionable_probability_mass,mean,46,1,46,0.0,0.0,0.0,0.5754556033209859,0.0,0.0,1,0.5754556033209859,0.011162803308265022,0.011162803308264994,
actionable_probability_mass,mean,46,2,47,0.0,0.0,0.0,0.8138171187601302,0.0,0.0,1,0.8138171187601302,0.0,0.0,
actionable_probability_mass,mean,48,1,48,0.0,0.0,0.0,0.5351560889883079,0.0,0.0,1,0.5351560889883079,0.0,0.0,
actionable_probability_mass,mean,48,2,49,0.0,0.0,0.0,0.7568249990338081,0.0,0.0,1,0.7568249990338081,0.0,0.0,
actionable_probability_mass,mean,50,1,50,0.5179237057210372,0.0,0.0,0.4948565746556285,-0.5179237057210372,0.5179237057210372,0,0.4948565746556285,0.12948092643025932,-0.1294809264302593,1.0000000000000002
actionable_probability_mass,mean,50,2,51,0.5545450699846328,0.0,0.0,0.6998328793074838,-0.5545450699846328,0.5545450699846328,1,0.6998328793074838,0.26811719392641753,-0.26811719392641753,1.0
actionable_probability_mass,mean,52,1,52,0.0,0.13405859696320876,0.0,0.5508829335582732,0.13405859696320876,0.13405859696320876,1,0.5508829335582732,0.3016318431672197,-0.2346025446856153,1.125
actionable_probability_mass,mean,52,2,53,0.0,0.13405859696320876,0.0,0.723537226903117,0.13405859696320876,0.13405859696320876,1,0.723537226903117,0.3351464924080219,-0.20108789544481312,1.25
actionable_probability_mass,mean,54,1,54,0.0,0.13405859696320876,0.0,0.5435586607055543,0.13405859696320876,0.13405859696320876,1,0.5435586607055543,0.2391802152185648,-0.03809231977375163,1.7252355356811147
actionable_probability_mass,mean,54,2,55,0.0,0.13405859696320876,0.0,0.7131791409002807,0.13405859696320876,0.13405859696320876,1,0.7131791409002807,0.13405859696320876,0.13405859696320876,
actionable_probability_mass,mean,56,1,56,0.0,0.13405859696320876,0.0,0.5362343878528351,0.13405859696320876,0.13405859696320876,1,0.5362343878528351,0.13405859696320876,0.13405859696320876,
actionable_probability_mass,mean,56,2,57,0.0,0.13405859696320876,0.0,0.7028210548974441,0.13405859696320876,0.13405859696320876,1,0.7028210548974441,0.13405859696320876,0.13405859696320876,
actionable_probability_mass,mean,58,1,58,0.0,0.13405859696320876,0.0,0.5289101150001161,0.13405859696320876,0.13405859696320876,1,0.5289101150001161,0.13405859696320876,0.13405859696320876,
actionable_probability_mass,mean,58,2,59,0.0,0.13405859696320876,0.0,0.6924629688946078,0.13405859696320876,0.13405859696320876,1,0.6924629688946078,0.13405859696320876,0.13405859696320876,
actionable_probability_mass,mean,60,1,60,0.0,0.0,0.0,0.5215858421473968,0.0,0.0,1,0.5215858421473968,0.1005439477224066,0.10054394772240657,
actionable_probability_mass,mean,60,2,61,0.0,0.0,0.0,0.7376337719066409,0.0,0.0,1,0.7376337719066409,0.06702929848160441,0.06702929848160438,
actionable_probability_mass,mean,62,1,62,0.0,0.0,0.0,0.5136020168978623,0.0,0.0,1,0.5136020168978623,0.03351464924080222,0.03351464924080219,
actionable_probability_mass,mean,62,2,63,0.3486549908129756,0.0,0.0,0.7263429379591325,-0.3486549908129756,0.3486549908129756,1,0.7263429379591325,0.08716374770324392,-0.0871637477032439,1.0000000000000002
actionable_probability_mass,mean,64,1,64,0.0,0.04358187385162195,0.0,0.5049586392515129,0.04358187385162195,0.04358187385162195,1,0.5049586392515129,0.0980592161661494,-0.07626827924033841,1.1250000000000002
actionable_probability_mass,mean,64,2,65,0.0,0.04358187385162195,0.0,0.6960671528439774,0.04358187385162195,0.04358187385162195,1,0.6960671528439774,0.10895468462905489,-0.06537281077743293,1.2500000000000002
actionable_probability_mass,mean,66,1,66,0.0,0.04358187385162195,0.0,0.496315261605163,0.04358187385162195,0.04358187385162195,1,0.496315261605163,0.11985015309196038,-0.05447734231452743,1.3750000000000004
actionable_probability_mass,mean,66,2,67,0.0,0.04358187385162195,0.0,0.683843570951797,0.04358187385162195,0.04358187385162195,1,0.683843570951797,0.04358187385162195,0.04358187385162195,
actionable_probability_mass,mean,68,1,68,0.0,0.04358187385162195,0.0,0.4876718839588135,0.04358187385162195,0.04358187385162195,1,0.4876718839588135,0.04358187385162195,0.04358187385162195,
actionable_probability_mass,mean,68,2,69,0.5081170016051968,0.04358187385162195,0.0,0.6716199890596172,-0.46453512775357486,0.46453512775357486,1,0.6716199890596172,0.1488201873271102,-0.08344737654967727,1.1715426711326018
actionable_probability_mass,mean,70,1,70,0.0,0.10709649905227155,0.0,0.5090976720167809,0.10709649905227155,0.10709649905227155,1,0.5090976720167809,0.1646988436272726,-0.06756872024951487,1.296542671132602
actionable_probability_mass,mean,70,2,71,0.0,0.10709649905227155,0.0,0.6756120099485731,0.10709649905227155,0.10709649905227155,1,0.6756120099485731,0.180577499927435,-0.05169006394935247,1.4215426711326018
actionable_probability_mass,mean,72,1,72,0.5441053470867225,0.0635146252006496,0.0,0.504775983193606,-0.48059072188607294,0.48059072188607294,0,0.504775983193606,0.2898297119360478,-0.1827332128837762,1.1017812434657084
actionable_probability_mass,mean,72,2,73,0.0,0.0635146252006496,0.0,0.6875524222254581,0.0635146252006496,0.0635146252006496,1,0.6875524222254581,0.18957458629781643,-0.05072077464522007,1.393660895360405
actionable_probability_mass,mean,74,1,74,0.0,0.13152779358648992,0.0,0.5149816944862851,0.13152779358648992,0.13152779358648992,1,0.5149816944862851,0.19568240993137104,-0.04461295101166547,1.438562667903222
actionable_probability_mass,mean,74,2,75,0.5112215962029143,0.13152779358648992,0.0,0.673813500783849,-0.3796938026164244,0.3796938026164244,1,0.673813500783849,0.2638317358224092,-0.16631052642883945,1.0
actionable_probability_mass,mean,76,1,76,0.3528092722819265,0.1954304931118542,0.0,0.5145726509619757,-0.15737877917007229,0.15737877917007229,1,0.5145726509619757,0.18302875014340908,-0.0855075407498393,0.8473250520059181
actionable_probability_mass,mean,76,2,77,0.0,0.1954304931118542,0.0,0.6467656610685112,0.1954304931118542,0.1954304931118542,1,0.6467656610685112,0.21600771712121025,-0.05252857377203815,1.0000000000000002
actionable_probability_mass,mean,78,1,78,0.0,0.17601702694644542,0.0,0.5132322290583512,0.17601702694644542,0.17601702694644542,1,0.5132322290583512,0.2271300254611991,-0.041406265432049276,1.0514903286244526
actionable_probability_mass,mean,78,2,79,0.0,0.17601702694644542,0.0,0.6529113392114869,0.17601702694644542,0.17601702694644542,1,0.6529113392114869,0.17621083154370437,0.09752144195866817,1.9978027267140077
actionable_probability_mass,mean,80,1,80,0.0,0.17601702694644542,0.0,0.5118918071547267,0.17601702694644542,0.17601702694644542,1,0.5118918071547267,0.18087039348779763,0.1808703934877976,
actionable_probability_mass,mean,80,2,81,0.0,0.17601702694644542,0.0,0.6510156963760793,0.17601702694644542,0.17601702694644542,1,0.6510156963760793,0.17601702694644542,0.17601702694644542,
actionable_probability_mass,mean,82,1,82,0.0,0.1080038585606051,0.0,0.5109111367431426,0.1080038585606051,0.1080038585606051,1,0.5109111367431426,0.15901373484998535,0.15901373484998532,
actionable_probability_mass,mean,82,2,83,0.3594509757342988,0.1080038585606051,0.0,0.677800795745179,-0.2514471171736937,0.2514471171736937,1,0.677800795745179,0.17787125740679743,0.05214769881995053,1.9793659710444342
actionable_probability_mass,mean,84,1,84,0.0,0.08903253100202815,0.0,0.5102902178235991,0.08903253100202815,0.08903253100202815,1,0.5102902178235991,0.15612513342069312,0.030401574833846215,1.7373733160885747
actionable_probability_mass,mean,84,2,85,0.0,0.08903253100202815,0.0,0.6847808649590116,0.08903253100202815,0.08903253100202815,1,0.6847808649590116,0.1343790094345888,0.0086554508477419,1.495380661132715
actionable_probability_mass,mean,86,1,86,0.0,0.04493137196678735,0.0,0.5096692989040555,0.04493137196678735,0.04493137196678735,1,0.5096692989040555,0.11861088778613436,-0.007112670800712538,1.319911707501497
actionable_probability_mass,mean,86,2,87,0.0,0.04493137196678735,0.0,0.7021700511906286,0.04493137196678735,0.04493137196678735,1,0.7021700511906286,0.06698195148440776,0.06698195148440773,
actionable_probability_mass,mean,88,1,88,0.0,0.04493137196678735,0.0,0.509048379984512,0.04493137196678735,0.04493137196678735,1,0.509048379984512,0.055956661725597566,0.05595666172559753,
actionable_probability_mass,mean,88,2,89,0.0,0.04493137196678735,0.0,0.7012919392334761,0.04493137196678735,0.04493137196678735,1,0.7012919392334761,0.04493137196678735,0.04493137196678735,
actionable_probability_mass,mean,90,1,90,0.0,0.04493137196678735,0.0,0.5084274610649685,0.04493137196678735,0.04493137196678735,1,0.5084274610649685,0.04493137196678735,0.04493137196678735,
actionable_probability_mass,mean,90,2,91,0.0,0.04493137196678735,0.0,0.7004138272763236,0.04493137196678735,0.04493137196678735,1,0.7004138272763236,0.04493137196678735,0.04493137196678735,
actionable_probability_mass,mean,92,1,92,0.0,0.0,0.0,0.5047759831936062,0.0,0.0,1,0.5047759831936062,0.03369852897509053,0.033698528975090486,
actionable_probability_mass,mean,92,2,93,0.0,0.0,0.0,0.7138610413926114,0.0,0.0,1,0.7138610413926114,0.02246568598339369,0.02246568598339365,
actionable_probability_mass,mean,94,1,94,0.0,0.0,0.0,0.4980939463704245,0.0,0.0,1,0.4980939463704245,0.011232842991696851,0.011232842991696815,
actionable_probability_mass,mean,94,2,95,0.0,0.0,0.0,0.7044112142929914,0.0,0.0,1,0.7044112142929914,0.0,0.0,
actionable_probability_mass,mean,96,1,96,0.0,0.0,0.0,0.4914119095472428,0.0,0.0,1,0.4914119095472428,0.0,0.0,
actionable_probability_mass,mean,96,2,97,0.0,0.0,0.0,0.6949613871933714,0.0,0.0,1,0.6949613871933714,0.0,0.0,
actionable_probability_mass,mean,98,1,98,0.0,0.0,0.0,0.4847298727240611,0.0,0.0,1,0.4847298727240611,0.0,0.0,
actionable_probability_mass,mean,98,2,99,0.0,0.0,0.0,0.6855115600937515,0.0,0.0,1,0.6855115600937515,0.0,0.0,
actionable_probability_mass,mean,100,1,100,0.0,0.0,0.0,0.47804783590087985,0.0,0.0,1,0.47804783590087985,0.0,0.0,
actionable_probability_mass,mean,100,2,101,0.0,0.0,0.0,0.6760617329941321,0.0,0.0,1,0.6760617329941321,0.0,0.0,
actionable_probability_mass,mean,102,1,102,0.0,0.0,0.0,0.47433464682763654,0.0,0.0,1,0.47433464682763654,0.0,0.0,
actionable_probability_mass,mean,102,2,103,0.0,0.0,0.0,0.6708104906470959,0.0,0.0,1,0.6708104906470959,0.0,0.0,
actionable_probability_mass,mean,104,1,104,0.43524416262512,0.0,0.0,0.473590305504332,-0.43524416262512,0.43524416262512,1,0.473590305504332,0.10881104065628001,-0.10881104065628003,1.0000000000000002
actionable_probability_mass,mean,104,2,105,0.0,0.0,0.0,0.6697578330526438,0.0,0.0,1,0.6697578330526438,0.10881104065628001,-0.10881104065628003,1.0000000000000002
actionable_probability_mass,mean,106,1,106,0.0,0.05440552032814,0.0,0.4728459641810275,0.05440552032814,0.05440552032814,1,0.4728459641810275,0.12241242073831501,-0.09520966057424503,1.1250000000000002
actionable_probability_mass,mean,106,2,107,0.0,0.05440552032814,0.0,0.6461696710703111,0.05440552032814,0.05440552032814,1,0.6461696710703111,0.13601380082035003,-0.08160828049221003,1.2500000000000002
actionable_probability_mass,mean,108,1,108,0.0,0.05440552032814,0.0,0.47210162285772295,0.05440552032814,0.05440552032814,1,0.47210162285772295,0.040804140246105014,0.04080414024610497,
actionable_probability_mass,mean,108,2,109,0.0,0.05440552032814,0.0,0.645117013475859,0.05440552032814,0.05440552032814,1,0.645117013475859,0.05440552032814,0.05440552032814,
actionable_probability_mass,mean,110,1,110,0.0,0.05440552032814,0.0,0.47135728153441847,0.05440552032814,0.05440552032814,1,0.47135728153441847,0.05440552032814,0.05440552032814,
actionable_probability_mass,mean,110,2,111,3.44480621866376,0.05440552032814,0.0,0.6440643558814072,-3.3904006983356196,3.3904006983356196,0,0.6440643558814072,0.8884043148300099,-0.8067960343377999,1.0315869845063412
actionable_probability_mass,mean,112,1,112,1.9096506040024297,0.48500629766111,0.0,0.48500629766111,-1.4246443063413197,1.4246443063413197,0,0.48500629766111,1.2309640113333047,-1.176558491005165,0.9195808666324145
actionable_probability_mass,mean,112,2,113,3.891809400615239,0.48500629766111,0.0,0.48500629766111,-3.4068031029541292,3.4068031029541292,0,0.48500629766111,2.069063406989802,-2.0418606468257323,0.8950914269719168
actionable_probability_mass,mean,114,1,114,2.9955446264856245,1.1557832779101784,0.0,1.1557832779101784,-1.839761348575446,1.839761348575446,0,1.1557832779101784,2.5154023640516288,-2.5154023640516288,0.8219053193750315
actionable_probability_mass,mean,114,2,115,0.912506686080536,1.1557832779101784,0.0,1.1557832779101784,0.24327659182964245,0.24327659182964245,1,1.1557832779101784,1.7286213374251345,-1.606983041510313,0.7121352582867201
actionable_probability_mass,mean,116,1,116,0.5435059971769587,1.6442896919809487,0.0,1.6442896919809487,1.10078369480399,1.10078369480399,1,1.6442896919809487,1.647656184540802,-0.9756260412239859,0.7899238960671467
actionable_probability_mass,mean,116,2,117,0.5277457521369908,1.6442896919809487,0.0,1.6442896919809487,1.1165439398439578,1.1165439398439578,1,1.6442896919809487,1.0750913937632591,0.15521071947553605,0.8636480892226076
actionable_probability_mass,mean,118,1,118,0.0,1.7781961606451921,0.0,1.7781961606451921,1.7781961606451921,1.7781961606451921,1,1.7781961606451921,1.0597000967806955,1.0597000967806958,2.1367522937740473
actionable_probability_mass,mean,118,2,119,0.0,1.7781961606451921,0.0,1.7781961606451921,1.7781961606451921,1.7781961606451921,1,1.7781961606451921,1.443429988984583,1.443429988984583,5.389694774954566
actionable_probability_mass,mean,120,1,120,0.0,1.3475953833122223,0.0,1.3475953833122223,1.3475953833122223,1.3475953833122223,1,1.3475953833122223,1.505132911111641,1.5051329111116412,11.408015356007585
actionable_probability_mass,mean,120,2,121,0.5080002896059868,1.3475953833122223,0.0,1.3475953833122223,0.8395950937062355,0.8395950937062355,1,1.3475953833122223,1.4358956995772105,1.4358956995772105,11.306258905410582
actionable_probability_mass,mean,122,1,122,0.5280101413359624,0.685912918935762,0.0,0.685912918935762,0.15790277759979965,0.15790277759979965,1,0.685912918935762,1.0308223538158623,1.0308223538158625,3.9799690158664918
actionable_probability_mass,mean,122,2,123,0.401555825299013,0.685912918935762,0.0,0.685912918935762,0.284357093636749,0.284357093636749,1,0.685912918935762,0.6573625870637516,0.6573625870637516,1.8290985454337647
actionable_probability_mass,mean,124,1,124,0.0,0.313602250694364,0.0,0.5388572404246599,0.313602250694364,0.313602250694364,1,0.5388572404246599,0.39886430390928707,0.39886430390928707,1.109832126839878
actionable_probability_mass,mean,124,2,125,0.990931679097512,0.313602250694364,0.0,0.6321609121631606,-0.677329428403148,0.677329428403148,0,0.6321609121631606,0.35829788758351516,0.01963317338194115,0.7462605088419332
actionable_probability_mass,mean,126,1,126,0.0,0.3035622419173093,0.0,0.5438056721318406,0.3035622419173093,0.3035622419173093,1,0.5438056721318406,0.3947127536628926,0.05604803946131856,1.133834960577123
actionable_probability_mass,mean,126,2,127,0.5578843566286896,0.3035622419173093,0.0,0.6433177591977337,-0.25432211471138033,0.25432211471138033,1,0.6433177591977337,0.3872040089315504,-0.07862176262571377,1.0
actionable_probability_mass,mean,128,1,128,0.0,0.37329778649589546,0.0,0.5472372639560956,0.37329778649589546,0.37329778649589546,1,0.5472372639560956,0.4021278928819333,-0.0636978786753309,1.0385426896574852
actionable_probability_mass,mean,128,2,129,0.0,0.37329778649589546,0.0,0.6192853545521998,0.37329778649589546,0.37329778649589546,1,0.6192853545521998,0.32611998240512013,0.19895892504942997,2.338262247580284
actionable_probability_mass,mean,130,1,130,0.0,0.3097977502951471,0.0,0.5451493193765137,0.3097977502951471,0.3097977502951471,1,0.5451493193765137,0.32767885949957953,0.20051780214388942,2.3494393101807107
actionable_probability_mass,mean,130,2,131,0.0,0.3097977502951471,0.0,0.6426351312158041,0.3097977502951471,0.3097977502951471,1,0.6426351312158041,0.3415477683955213,0.34154776839552126,
actionable_probability_mass,mean,132,1,132,0.0,0.1936020044657752,0.0,0.5440454120957461,0.1936020044657752,0.1936020044657752,1,0.5440454120957461,0.2966238228879912,0.2966238228879912,
actionable_probability_mass,mean,132,2,133,0.5016993406604939,0.1936020044657752,0.0,0.6892038243803231,-0.30809733619471874,0.30809733619471874,1,0.6892038243803231,0.28032371031269704,0.12627504221533767,2.2349936513262874
actionable_probability_mass,mean,134,1,134,0.0,0.13244796216114796,0.0,0.5439255421137934,0.13244796216114796,0.13244796216114796,1,0.5439255421137934,0.23598626327919725,0.08193759518183788,1.8814955026133233
actionable_probability_mass,mean,134,2,135,0.0,0.13244796216114796,0.0,0.7143651363426388,0.13244796216114796,0.13244796216114796,1,0.7143651363426388,0.19164881624569746,0.03760014814833809,1.5279973539003597
actionable_probability_mass,mean,136,1,136,0.4951377072503446,0.06271241758256174,0.0,0.5438056721318406,-0.4324252896677829,0.4324252896677829,1,0.5438056721318406,0.2513546375461994,-0.11890667538505142,1.0086087312785414
actionable_probability_mass,mean,136,2,137,0.0,0.06271241758256174,0.0,0.7430810229323637,0.06271241758256174,0.06271241758256174,1,0.7430810229323637,0.19000840789316015,-0.026204236940731304,1.5349944478948014
actionable_probability_mass,mean,138,1,138,0.0,0.12460463098885483,0.0,0.5436858021498878,0.12460463098885483,0.12460463098885483,1,0.5436858021498878,0.18804757510008685,-0.028165069733804587,1.5191537412440201
actionable_probability_mass,mean,138,2,139,0.5396641573325185,0.12460463098885483,0.0,0.7172749069799882,-0.41505952634366367,0.41505952634366367,1,0.7172749069799882,0.2587004661457158,-0.16504194186000748,1.0
actionable_probability_mass,mean,140,1,140,0.0,0.19206265065541964,0.0,0.5435659321679351,0.19206265065541964,0.19206265065541964,1,0.5435659321679351,0.19860980639262496,-0.008919956779206865,1.4720992950454548
actionable_probability_mass,mean,140,2,141,0.490509703418659,0.19206265065541964,0.0,0.6891633585890671,-0.29844705276323935,0.29844705276323935,1,0.6891633585890671,0.25754346518779436,-0.09920982436565715,1.0
actionable_probability_mass,mean,142,1,142,0.8149813368420911,0.19066394600019027,0.0,0.5431218131925146,-0.6243173908419009,0.6243173908419009,0,0.5431218131925146,0.38247165515105586,-0.28644032982334605,0.8291370951341838
actionable_probability_mass,mean,142,2,143,0.0,0.19066394600019027,0.0,0.6891146419486707,0.19066394600019027,0.19066394600019027,1,0.6891146419486707,0.32637276006518756,-0.1350094617373826,1.0000000000000002
actionable_probability_mass,mean,144,1,144,0.4283692935606201,0.29253661310545165,0.0,0.5439255421137934,-0.13583268045516844,0.13583268045516844,1,0.5439255421137934,0.31231526751512473,-0.2169832945150296,0.720508477927498
actionable_probability_mass,mean,144,2,145,1.0707124094532765,0.29253661310545165,0.0,0.6480542459394958,-0.7781757963478249,0.7781757963478249,0,0.6480542459394958,0.43224745341127113,-0.33691548041117597,0.7471662542748557
actionable_probability_mass,mean,146,1,146,1.466912628595356,0.41802961257589566,0.0,0.5493252085356777,-1.0488830160194604,1.0488830160194604,0,0.5493252085356777,0.538388859705661,-0.44305688670556587,0.7260821154888029
actionable_probability_mass,mean,146,2,147,0.5660047874385372,0.41802961257589566,0.0,0.6037096250620775,-0.14797517486264156,0.14797517486264156,1,0.6037096250620775,0.5277166669212738,-0.5277166669212738,0.5976407684535819
actionable_probability_mass,mean,148,1,148,0.907782489000545,0.6046862699135674,0.0,0.6046862699135674,-0.3030962190869776,0.3030962190869776,0,0.6046862699135674,0.5695325515792262,-0.5695325515792261,0.5679122532702895
actionable_probability_mass,mean,148,2,149,0.4295192706689538,0.6046862699135674,0.0,0.6046862699135674,0.17516699924461365,0.17516699924461365,1,0.6046862699135674,0.4187803523034233,-0.3311968526811165,0.4970363415204537
actionable_probability_mass,mean,150,1,150,0.0,0.7105352769449225,0.0,0.7105352769449225,0.7105352769449225,0.7105352769449225,1,0.7105352769449225,0.3341934175347888,0.10865772055997924,0.7023428108153704
actionable_probability_mass,mean,150,2,151,0.4357687131898422,0.7105352769449225,0.0,0.7105352769449225,0.27476656375508024,0.27476656375508024,1,0.7105352769449225,0.3658912647578985,0.2143431552144097,0.8254409970921103
actionable_probability_mass,mean,152,1,152,0.939098412871056,0.6631336989883914,0.0,0.6631336989883914,-0.27596471388266464,0.27596471388266464,0,0.6631336989883914,0.35910838845682025,0.22112603151548793,0.7960786871540242
actionable_probability_mass,mean,152,2,153,0.4275891376595596,0.6631336989883914,0.0,0.6631336989883914,0.23554456132883178,0.23554456132883178,1,0.6631336989883914,0.3742027789778748,0.23622042203654248,0.830428535792555
actionable_probability_mass,mean,154,1,154,0.0,0.6465844299279813,0.0,0.6465844299279813,0.6465844299279813,0.6465844299279813,1,0.6465844299279813,0.3582150672236395,0.22023271028230718,0.7949487029088766
actionable_probability_mass,mean,154,2,155,1.470561318566998,0.6465844299279813,0.0,0.6465844299279813,-0.8239768886390166,0.8239768886390166,0,0.6465844299279813,0.4955176484446236,-0.05445315281621704,0.6985889096182429
actionable_probability_mass,mean,156,1,156,0.4953701893695992,0.5762899177446192,0.0,0.7135006876894625,0.08091972837502004,0.08091972837502004,1,0.7135006876894625,0.44675640206771244,0.034767957748204126,0.7466096486607716
actionable_probability_mass,mean,156,2,157,0.6354096769345648,0.5762899177446192,0.0,0.7703352495042712,-0.05911975918994561,0.05911975918994561,1,0.7703352495042712,0.4026502015329909,-0.03889812238149022,0.6191424698531933
actionable_probability_mass,mean,158,1,158,0.0,0.5504746810739525,0.0,0.6985821682747515,0.5504746810739525,0.5504746810739525,1,0.6985821682747515,0.3786227643194837,-0.0629255595949974,0.5821962401879028
actionable_probability_mass,mean,158,2,159,0.0,0.5504746810739525,0.0,0.759930298162322,0.5504746810739525,0.5504746810739525,1,0.759930298162322,0.3102472124282176,0.2806873328332449,1.097462810130245
actionable_probability_mass,mean,160,1,160,0.5800632125254277,0.49600359192522214,0.0,0.6836636488600385,-0.08405962060020555,0.08405962060020555,1,0.6836636488600385,0.31103218548451406,0.23944249558943848,1.023575887810048
actionable_probability_mass,mean,160,2,161,1.3911324457793728,0.49600359192522214,0.0,0.7613949895581467,-0.8951288538541506,0.8951288538541506,0,0.7613949895581467,0.5200344591505653,0.030440221923387245,1.0552670547129501
actionable_probability_mass,mean,162,1,162,1.017828887491562,0.5715671053969953,0.0,0.7433377265188864,-0.4462617820945667,0.4462617820945667,0,0.7433377265188864,0.49398123440571884,-0.21874389386874257,0.6610601242474682
actionable_probability_mass,mean,162,2,163,0.0,0.5715671053969953,0.0,0.8144874474048243,0.5715671053969953,0.5715671053969953,1,0.8144874474048243,0.49925434048647954,-0.21347078778798184,0.6681167489087498
actionable_probability_mass,mean,164,1,164,0.0,0.5149755515125658,0.0,0.7957260316573374,0.5149755515125658,0.5149755515125658,1,0.7957260316573374,0.6069833232145696,-0.06371199475978903,1.0078755766335123
actionable_probability_mass,mean,164,2,165,0.0,0.5149755515125658,0.0,0.9120166881760602,0.5149755515125658,0.5149755515125658,1,0.9120166881760602,0.5119449976291733,0.2888141065818901,2.011909875699682
actionable_probability_mass,mean,166,1,166,0.0,0.3736280682245453,0.0,0.7828891615341664,0.3736280682245453,0.3736280682245453,1,0.7828891615341664,0.493786569161668,0.4937865691616681,
actionable_probability_mass,mean,166,2,167,0.0,0.3736280682245453,0.0,0.9524106569346523,0.3736280682245453,0.3736280682245453,1,0.9524106569346523,0.4443018098685555,0.4443018098685556,
actionable_probability_mass,mean,168,1,168,0.0,0.3736280682245453,0.0,0.7700522914109974,0.3736280682245453,0.3736280682245453,1,0.7700522914109974,0.40896493904655046,0.40896493904655046,
actionable_probability_mass,mean,168,2,169,0.0,0.3736280682245453,0.0,0.9342565811080447,0.3736280682245453,0.3736280682245453,1,0.9342565811080447,0.3736280682245453,0.3736280682245453,
actionable_probability_mass,mean,170,1,170,0.0,0.12722861093644525,0.0,0.7572154212878265,0.12722861093644525,0.12722861093644525,1,0.7572154212878265,0.3120282039025203,0.31202820390252034,
actionable_probability_mass,mean,170,2,171,0.0,0.12722861093644525,0.0,1.0181645022515358,0.12722861093644525,0.12722861093644525,1,1.0181645022515358,0.25042833958049526,0.2504283395804953,
actionable_probability_mass,mean,172,1,172,0.0,0.0,0.0,0.7433377265188864,0.0,0.0,1,0.7433377265188864,0.15702132252435896,0.15702132252435896,
actionable_probability_mass,mean,172,2,173,0.0,0.0,0.0,1.0512382942665919,0.0,0.0,1,1.0512382942665919,0.06361430546822262,0.06361430546822265,
actionable_probability_mass,mean,174,1,174,0.5096123265386545,0.0,0.0,0.7284192071041755,-0.5096123265386545,0.5096123265386545,1,0.7284192071041755,0.15921023436877493,-0.0955959289005523,1.2496576403490804
actionable_probability_mass,mean,174,2,175,0.4366014418972328,0.0,0.0,1.0301403217797813,-0.4366014418972328,0.4366014418972328,1,1.0301403217797813,0.23655344210897183,-0.2365534421089718,1.0000000000000002
actionable_probability_mass,mean,176,1,176,1.044097448719256,0.11827672105448592,0.0,0.7135006876894625,-0.9258207276647701,0.9258207276647701,0,0.7135006876894625,0.46800862402516435,-0.4680086240251643,0.9405737554835545
actionable_probability_mass,mean,176,2,177,0.991478440361898,0.11827672105448592,0.0,0.9600505273191805,-0.8732017193074121,0.8732017193074121,0,0.9600505273191805,0.6863090538520173,-0.6863090538520173,0.9206672940485172
