target,model,origin,horizon_step,period_index,actual,forecast,lower,upper
actionable_probability_mass,mean,114,1,114,2.9955446264856245,1.1557832779101784,0.0,1.1557832779101784
actionable_probability_mass,mean,114,2,115,0.912506686080536,1.1557832779101784,0.0,1.1557832779101784
actionable_probability_mass,mean,116,1,116,0.5435059971769587,1.6442896919809487,0.0,1.6442896919809487
actionable_probability_mass,mean,116,2,117,0.5277457521369908,1.6442896919809487,0.0,1.6442896919809487
actionable_probability_mass,mean,118,1,118,0.0,1.7781961606451921,0.0,1.7781961606451921
actionable_probability_mass,mean,118,2,119,0.0,1.7781961606451921,0.0,1.7781961606451921
actionable_probability_mass,mean,120,1,120,0.0,1.3475953833122223,0.0,1.3475953833122223
actionable_probability_mass,mean,120,2,121,0.5080002896059868,1.3475953833122223,0.0,1.3475953833122223
actionable_probability_mass,mean,122,1,122,0.5280101413359624,0.685912918935762,0.0,0.685912918935762
actionable_probability_mass,mean,122,2,123,0.401555825299013,0.685912918935762,0.0,0.685912918935762
actionable_probability_mass,mean,124,1,124,0.0,0.313602250694364,0.0,0.5388572404246599
actionable_probability_mass,mean,124,2,125,0.990931679097512,0.313602250694364,0.0,0.6321609121631606
